artist,title,lyrics,song_id,keyword_1,keyword_2,keyword_3,keyword,clean_title,popularity_score,popularity_label,popularity_confidence,church_usage_score,youtube_view_score_est,domestic_music_search_score,streaming_platform_score,recency_stability_score,bugs_ccm_chart_rank_2026_06_13,apple_music_top_song_rank_proxy,popularity_basis,popularity_source_urls,popularity_data_status,popularity_collection_date
마커스,주님 마음 내게 주소서,"[Verse 1]
보소서 주님 나의 마음을
선한 것 하나 없습니다
그러나 내 모든 것 주께 드립니다
사랑으로 안으시고 날 새롭게 하소서
보소서 주님 나의 마음을
선한 것 하나 없습니다

[Pre-Chorus]
그러나 내 모든 것 주께 드립니다
사랑으로 안으시고 날 새롭게 하소서

[Chorus]
주님 마음 내게 주소서 내 아버지
주님 마음 내게 주소서
나를 향하신 주님의 뜻이
이루어지도록 주님 마음 내게 주소서

[Verse 2]
보소서 주님 나의 마음을
선한 것 하나 없습니다

[Pre-Chorus]
그러나 내 모든 것 주께 드립니다
사랑으로 안으시고 날 새롭게 하소서

[Chorus]
주님 마음 내게 주소서 내 아버지
주님 마음 내게 주소서
나를 향하신 주님의 뜻이
이루어지도록 주님 마음 내게 주소서
주님 마음 내게 주소서 내 아버지
주님 마음 내게 주소서
나를 향하신 주님의 뜻이
이루어지도록 주님 마음 내게 주소서

[Bridge]
내게 사랑을 가르치소서
당신의 마음으로 용서하게 하소서
주의 성령 내게 채우사
주의 길 가게 하소서
주님 당신 마음 주소서
주의 성령 내게 채우사
주의 길 가게 하소서
주님 당신 마음 주소서

[Chorus]
주님 마음 내게 주소서 내 아버지
주님 마음 내게 주소서
나를 향하신 주님의 뜻이
이루어지도록 주님 마음 내게 주소서
주님 마음 내게 주소서 내 아버지
주님 마음 내게 주소서
나를 향하신 주님의 뜻이
이루어지도록 주님 마음 내게 주소서
주님 마음 내게 주소서 내 아버지
주님 마음 내게 주소서
나를 향하신 주님의 뜻이
이루어지도록 주님 마음 내게 주소서
주님 마음 내게 주소서 내 아버지
주님 마음 내게 주소서
나를 향하신 주님의 뜻이
이루어지도록 주님 마음 내게 주소서

[Tag]
주님 마음 내게 주소서
주님 마음 내게 주소서",2128356,사랑,성령,위로,"사랑, 성령, 위로",주님 마음 내게 주소서,86,very_high,high,90,85,82,80,84,,,artist_baseline:markers; church_usage_seed:widely-sung modern worship/classic seed,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://songselect.ccli.com/search/results?list=toplanguage_ko,curated_church_usage_seed; estimated_proxy_no_rowwise_api; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
마커스,나의 삶 주 안에,"[Verse 1]
주님은 나의 노래
내 모든 삶에 기쁨 되시니
나 주님만 찬양하리
주님은 나의 소망 내 생명
나의 구원 되시니
나 주님만 의지하리
매일 주님 앞에 기쁨으로

[Pre-Chorus]
나의 삶 드리며
주의 말씀따라 주와 함께 걸으리

[Chorus]
나의 삶 주 안에 있네
처음과 나중 아시네
주 나의 모든 것 되시네
나의 삶 주만 높이네
날 향한 뜻 이루시네

[Verse 2]
나의 모든 삶을 드리네 주 경배해
주님은 나의 노래
내 모든 삶에 기쁨 되시니
나 주님만 찬양하리
주님은 나의 소망 내 생명
나의 구원 되시니
나 주님만 의지하리
매일 주님 앞에 기쁨으로

[Pre-Chorus]
나의 삶 드리며
주의 말씀따라 주와 함께 걸으리

[Chorus]
나의 삶 주 안에 있네
처음과 나중 아시네
주 나의 모든 것 되시네
나의 삶 주만 높이네
날 향한 뜻 이루시네

[Bridge]
나의 모든 삶을 드리네 주 경배해
매일 주님 앞에
기쁨으로 나의 삶 드리며
주의 말씀따라 주와 함께 걸으리
매일 주님 앞에
기쁨으로 나의 삶 드리며
주의 말씀따라 주와 함께 걸으리

[Chorus]
나의 삶 주 안에 있네
처음과 나중 아시네
주 나의 모든 것 되시네
나의 삶 주만 높이네
날 향한 뜻 이루시네

[Bridge]
나의 모든 삶을 드리네

[Chorus]
나의 삶 주 안에 있네
처음과 나중 아시네
주 나의 모든 것 되시네
나의 삶 주만 높이네
날 향한 뜻 이루시네

[Bridge]
나의 모든 삶을 드리네

[Chorus]
나의 삶 주 안에 있네
처음과 나중 아시네
주 나의 모든 것 되시네
나의 삶 주만 높이네
날 향한 뜻 이루시네

[Tag]
나의 모든 삶을 드리네
주 경배해
주 경배해
주 경배해",2128357,결단/순종,경배/찬양,기쁨,"결단/순종, 경배/찬양, 기쁨",나의 삶 주 안에,66,medium,medium,60,72,68,72,62,,,artist_baseline:markers,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://songselect.ccli.com/search/results?list=toplanguage_ko,estimated_proxy_no_rowwise_api; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
마커스,주님의 길을 예비하라,"[Verse 1]
주님의 길을 예비하라
주님 오실길 곧게하라
주님의 길을 예비하라
모든 산과 골짝 평탄케 되리
우리 마음의 길 예비해

[Chorus]
주님의 길을 예비하라
주님 오실길 곧게하라
주님의 길을 예비하라
어둠에서 빛으로 나와
다 주님의 길 예비해
주의 빛난 영광 모든 육체가 보리라
주 앞에 설 때 내게 큰 상급 주시리
주님의 길을 주의 길 예비해

[Verse 2]
주님의 길을 예비하라
주님 오실길 곧게하라
주님의 길을 예비하라
모든 산과 골짝 평탄케 되리
우리 마음의 길 예비해
주의 빛난 영광 모든 육체가 보리라
주 앞에 설 때 내게 큰 상급 주시리
주님의 길을 주의 길 예비해
지친 무릎을 일으켜
거룩한 길로 행할 때
강하고 담대하라 주님 곧 오실 때
머리에 영원한 기쁨의 관 쓰리

[Chorus]
주님의 길을 예비하라
주님 오실길 곧게하라
주님의 길을 예비하라
어둠에서 빛으로 나와
다 주님의 길 예비해
주의 빛난 영광 모든 육체가 보리라
주 앞에 설 때 내게 큰 상급 주시리
주님의 길을 주의 길 예비해

[Tag]
주님의 길 예비해
주님의 길 예비해
주님의 길 예비해
주님의 길 예비해",2128358,인도하심,영광,기쁨,"인도하심, 영광, 기쁨",주님의 길을 예비하라,66,medium,medium,60,72,68,72,62,,,artist_baseline:markers,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://songselect.ccli.com/search/results?list=toplanguage_ko,estimated_proxy_no_rowwise_api; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
마커스,믿어요 그 약속,"[Verse 1]
믿어요 그 약속 비전과 꿈을 주셨네
주의 성령 흘러 넘치리라
주의 권능 보리라
바로 지금 여기 이 장소에
믿는 백성 다 모였네

[Pre-Chorus]
강한 소리와 성령의 불 있네
우리 여기 모일 때

[Chorus]
난 믿네 주님 여기에 계심을
세상 모든 것 다 변하네
주의 성령 임할 때
난 믿네 주님 여기에 계심을
두 세 사람 모일 때 그 믿음 모일 때
주의 응답 믿네 그 분 여기에 계시네

[Verse 1]
믿어요 그 약속 비전과 꿈을 주셨네
주의 성령 흘러 넘치리라
주의 권능 보리라
바로 지금 여기 이 장소에
믿는 백성 다 모였네

[Pre-Chorus]
강한 소리와 성령의 불 있네
우리 여기 모일 때

[Chorus]
난 믿네 주님 여기에 계심을
세상 모든 것 다 변하네
주의 성령 임할 때
난 믿네 주님 여기에 계심을
두 세 사람 모일 때 그 믿음 모일 때
주의 응답 믿네 그 분 여기에 계시네

[Bridge]
하늘과 땅 그 무엇도 주님 권능 아래
주께서 우리에게 맡기신 소명은
바다도 감당 못해 별보다 더 높네
우리의 맘에 주신 주님의 사랑

[Chorus]
난 믿네 주님 여기에 계심을
세상 모든 것 다 변하네
주의 성령 임할 때
난 믿네 주님 여기에 계심을
두 세 사람 모일 때 그 믿음 모일 때
주의 응답 믿네 그 분 여기에 계시네
난 믿네 주님 여기에 계심을
세상 모든 것 다 변하네
주의 성령 임할 때
난 믿네 주님 여기에 계심을
두 세 사람 모일 때 그 믿음 모일 때
주의 응답 믿네 그 분 여기에 계시네

[Tag]
여기에 계시네
여기에 계시네",2128360,믿음,성령,신실하심,"믿음, 성령, 신실하심",믿어요 그 약속,66,medium,medium,60,72,68,72,62,,,artist_baseline:markers,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://songselect.ccli.com/search/results?list=toplanguage_ko,estimated_proxy_no_rowwise_api; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
마커스,내 모든 시험 (찬송가),"[Verse 1]
내 모든 시험 무거운 짐을
주 예수 앞에 아뢰이면
근심에 싸인 날 돌아보사
내 근심 모두 맡으시네
내 모든 괴롬 닥치는 환란
주 예수 앞에 아뢰이면
주께서 친히 날 구해주사
넓으신 사랑 베푸시네

[Chorus]
무거운 짐을 나 홀로 지고
견디다 못해 쓰러질 때
불쌍히 여겨 구원해 줄 이
은혜의 주님 오직 예수

[Verse 2]
내 짐이 점점 무거워질 때
주 예수 앞에 아뢰이면
주께서 친히 날 구해주사
내 대신 짐을 져주시네

[Chorus]
무거운 짐을 나 홀로 지고
견디다 못해 쓰러질 때
불쌍히 여겨 구원해 줄 이
은혜의 주님 오직 예수

[Bridge]
무거운 짐을 나 홀로 지고
견디다 못해 쓰러질 때
불쌍히 여겨 구원해 줄
은혜의 주님 오직 예수
마음의 시험 무서운 죄를
주 예수 앞에 아뢰이면
예수는 나의 능력이 되사
세상을 이길 힘주시네

[Chorus]
무거운 짐을 나 홀로 지고
견디다 못해 쓰러질 때
불쌍히 여겨 구원해 줄 이
은혜의 주님 오직 예수
무거운 짐을 나 홀로 지고
견디다 못해 쓰러질 때
불쌍히 여겨 구원해 줄 이
은혜의 주님 오직 예수
무거운 짐을 나 홀로 지고
견디다 못해 쓰러질 때
불쌍히 여겨 구원해 줄 이
은혜의 주님 오직 예수

[Tag]
불쌍히 여겨 구원해 줄 이
은혜의 주님 오직 예수
불쌍히 여겨 구원해 줄 이
은혜의 주님 오직 예수",2128361,구원,은혜,경배/찬양,"구원, 은혜, 경배/찬양",내 모든 시험,66,medium,medium,60,72,68,72,62,,,artist_baseline:markers,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://songselect.ccli.com/search/results?list=toplanguage_ko,estimated_proxy_no_rowwise_api; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
마커스,Is It (In Spirit In Truth),"[Verse 1]
주를 찬양해 
나의 맘다해 
찬양가운데 임하시는주 
우리 맘다해 
주를 높일때 
기쁨 내안에 흘러넘치네 
 
주를 찬양해(주를 찬양해) 
나의 맘다해(나의 맘다해) 
찬양가운데(찬양가운데) 
임하시는 주(임하시는 주) 
우리맘다해(우리맘다해) 
주를 높일때(주를 높일때) 
기쁨 내안에(기쁨 내안에) 
흘러넘치네 
 

[Chorus]
감사의 노래 주께 
내게 새 일을 행하시네 
주님의 은혜 
크신사랑 찬양하네 

[Verse 2]
 
주님을 경배할때 
주를 더욱 알기원해 
거룩하신 주 
전능하신 하나님 
 
 
 
주를 갈망하는 것 
주를 예배하는 것 
주를 기뻐하는 것 
신령과 진정으로 
 
주를 갈망하는 것 
주를 예배하는 것 
주를 기뻐하는 것 
신령과 진정으로 
신령과 진정으로 
 

[Chorus]
감사의 노래 주께 
내게 새 일을 행하시네 
주님의 은혜 
크신사랑 찬양하네 

[Tag]
 
주님을 경배할때 
주를 더욱 알기원해 
거룩하신 주 
전능하신 하나님 
 
거룩하신 주 
전능하신 하나님",1837104,경배/찬양,기쁨,감사,"경배/찬양, 기쁨, 감사",Is It (In Spirit In Truth,66,medium,medium,60,72,68,72,62,,,artist_baseline:markers,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://songselect.ccli.com/search/results?list=toplanguage_ko,estimated_proxy_no_rowwise_api; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
마커스,신령과 진정으로,"[Verse 1]
주를 찬양해 나의 맘 다해 
찬양 가운데 임하시는 주 
우리 맘 다해 주를 높일 때 
기쁨 내 안에 흘러 넘치네 
 
-------------------------------------- 
주를 찬양해 (주를 찬양해) 
나의 맘 다해 (나의 맘 다해) 
찬양 가운데 (찬양 가운데) 
임하시는 주 (임하시는 주) 
우리 맘 다해 (우릴 맘 다해) 
주를 높일 때 (주를 높일 때) 
기쁨 내 안에 (기쁨 내 안에) 
흘러 넘치네~~~ 
 
감사의 노래 주께 내게 새 일 행하시네 
주님의 은혜 크신 사랑 찬양하네 

[Chorus]
주님을 경배할 때 주를 더욱 알기원해 
거룩하신 주 전능하신 하나님 

[Verse 2]
------------------------------------(x 2) 
 
주를 갈망하는 것 
주를 예배하는 것 
주를 기뻐하는 것 
신령과 진정으로...... 
 
주를 갈망하는 것(주를 갈망하는 것) 
주를 예배하는 것(예배하는 것) 
주를 기뻐하는 것 
신령과 진정으로(신령과 진정으로) 
신령과 진정으로~~~!!! 
 
감사의 노래 주께 내게 새 일 행하시네 
주님의 은혜 크신 사랑 찬양하네(워어어~) 

[Chorus]
주님을 경배 할 때 주를 더욱 알기 원해 
거룩하신 주 전능하신 하나님 

[Tag]
거룩하신 주 전능하신 하나님!!!",1837105,경배/찬양,기쁨,감사,"경배/찬양, 기쁨, 감사",신령과 진정으로,66,medium,medium,60,72,68,72,62,,,artist_baseline:markers,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://songselect.ccli.com/search/results?list=toplanguage_ko,estimated_proxy_no_rowwise_api; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
마커스,호흡있는 모든 만물,"[Verse 1]
------------------------------------------- 
호흡있는 모든 만물 다 나와서 주 찬양하라 (x4) 
------------------------------------------- 
 
이른 아침에도 늦은 저녁에도 
난 언제나 주님 찬양해 
기쁨 넘칠때도 슬픔 다가와도 
난 언제나 주님 찬양해 

[Chorus]
끊임없는 주의 사랑 
주의 권세 존귀 능력 

[Verse 2]
알게 되면 찬양케 되리 
 
------------------------------------------- 
호흡있는 모든 만물 다 나와서 주 찬양하라 (x4) 
------------------------------------------- 
 
높은 하늘에도 천사들과 함께 
영원토록 주님 찬양해 
온 땅 위에서도 모든 만물 함께 
모든 민족 주님 찬양해 
 
----------------------------------- 

[Chorus]
끊임없는 주의 사랑 
주의 권세 존귀 능력 

[Tag]
알게되면 찬양케 되리(x3) 
----------------------------------- 
 
 
호흡있는 모든 만물 다 나와서 주 찬양하라 (x4)",1837106,창조주,경배/찬양,기쁨,"창조주, 경배/찬양, 기쁨",호흡있는 모든 만물,86,very_high,high,90,85,82,80,84,,,artist_baseline:markers; church_usage_seed:widely-sung modern worship/classic seed; multi_recording_count:4,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://songselect.ccli.com/search/results?list=toplanguage_ko,curated_church_usage_seed; estimated_proxy_no_rowwise_api; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
마커스,일어서리,"[Intro]
믿음의 담대함 주신 주의 선하심 바라네 
언제나 곁에 계셔서 나를 인도하여 주시네 
 

[Chorus]
주님의 선하심 주님의 은혜 
지금까지 날 인도하신 
주님의 자비로 나 고백하며 일어서리 

[Verse 1]
 
주님의 은혜와 주님의 사랑 
나는 포기하지 않으리 
주님의 자비로 나 고백하며 일어서리 
 
주님의 은혜로! 
 
주님께 내 삶 드리리 
내 모든 소망 주님께 
언제나 곁에 계셔서 나를 인도하여 주시네 
 

[Chorus]
주님의 선하심 주님의 은혜 
지금까지 날 인도하신 
주님의 자비로 나 고백하며 일어서리 

[Bridge]
 
주님의 은혜와 주님의 사랑 
나는 포기하지 않으리 
주님의 자비로 나 고백하며 일어서리 
 
주님의 은혜로! 
 
일어서리(x 3) 주님의 은혜로(주님의 은혜로) 
일어서리(x 3) 주님의 은혜로(주님의 은혜로) 
일어서리(x 3) 주님의 은혜로(주님의 은혜로) 
 

[Chorus]
주님의 선하심 주님의 은혜 
지금까지 날 인도하신 
주님의 자비로 나 고백하며 일어서리 

[Tag]
 
주님의 은혜와 주님의 사랑 
나는 포기하지 않으리 
주님의 자비로 나 고백하며 일어서리 
 
일어서리(x 3) 주님의 은혜로!",1837107,은혜,사랑,인도하심,"은혜, 사랑, 인도하심",일어서리,66,medium,medium,60,72,68,72,62,,,artist_baseline:markers,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://songselect.ccli.com/search/results?list=toplanguage_ko,estimated_proxy_no_rowwise_api; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
마커스,믿음으로,"[Verse 1]
--------------------------------- 
나를 부르신 신실하신 주 하나님 
그 인도하심 믿음으로 따라가리 (x 2) 
--------------------------------- 
 

[Chorus]
나의 힘과 방법 모든 것 내려놓고 
믿음으로 주만 따라가리 
나의 작은 믿음 나의 삶 작은 걸음 
오~ 주님 사용하소서 

[Verse 2]
 
나를 부르신 신실하신 주 하나님 
그 인도하심 믿음으로 따라가리 
 

[Chorus]
나의 힘과 방법 모든 것 내려놓고 
믿음으로 주만 따라가리 
나의 작은 믿음 나의 삶 작은 걸음 
오~ 주님 사용하소서 

[Outro]
 
---------------------------------- 
나는 믿음으로 보네 
나를 인도하시는 주 
나는 믿음으로 걷네 주 말씀따라 (x 2) 
---------------------------------- 
 
나의 힘과 방법 모든 것 내려놓고 
믿음으로(믿음으로) 주만 따라가리 
나의 작은 믿음(나의 믿음) 나의 삶 작은 걸음 
오~ 주님 사용하소서 
오~ 주님 사용하소서 
오~ 주님(오! 주님) 사용하소서 
 
나를 부르신 신실하신 주 하나님 
그 인도하심 [믿음으로 따라가리] x3",1837108,믿음,결단/순종,인도하심,"믿음, 결단/순종, 인도하심",믿음으로,66,medium,medium,60,72,68,72,62,,,artist_baseline:markers,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://songselect.ccli.com/search/results?list=toplanguage_ko,estimated_proxy_no_rowwise_api; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
마커스,광대하신 주님,"[Verse 1]
------------------------------ 
주님 광대하신 주 이름 찬양해 
지극히 높으신 주 찬양해 
할렐루야 할렐루야 주님께 
거룩하신 주 이름 찬양해 (x 2) 
------------------------------ 
 

[Chorus]
할렐루야 할렐루야 할렐루야 주님께 
할렐루야 할렐루야 할렐루야 어린양 주님께 
광대하신 주 이름 찬양해 

[Verse 2]
거룩하신 주 이름 찬양해 
 
할렐루야 할렐루야 주님께 
광대하신 주 이름 찬양해 

[Chorus]
할렐루야 할렐루야 할렐루야 주님께 
할렐루야 할렐루야 할렐루야 어린양 주님께 
광대하신 주 이름 찬양해 

[Tag]
광대하신 주 이름 찬양해 
거룩하신 주 이름 찬양해......♪",1837109,경배/찬양,거룩,영광,"경배/찬양, 거룩, 영광",광대하신 주님,70,medium,medium,70,72,68,72,70,,,artist_baseline:markers; multi_recording_count:3,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://songselect.ccli.com/search/results?list=toplanguage_ko,estimated_proxy_no_rowwise_api; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
마커스,주의 장막에서,"[Verse 1]
주의 장막에서 한 날이 
궁정에서 천날보다 좋사오니 
 
주의 성산에서 한 날이 
궁궐에서 천날보다 좋사오니 
나의 영혼 주님을 기뻐해 
 

[Chorus]
주의 사랑 날 완전케 하네 
주의 사랑 날 새롭게 하네 
끝이 없는 주의 사랑만이 
내 영혼 자유케 하시네 

[Verse 2]
 
주의 성산에서 한 날이 
궁궐에서 천날보다 좋사오니 
나의 영혼 주님을 기뻐해 
 
-------------------------- 

[Chorus]
주의 사랑 날 완전케 하네 
주의 사랑 날 새롭게 하네 
끝이 없는 주의 사랑만이 
내 영혼 자유케 하시네 

[Tag]
 
주의 사랑 날 완전케 하네 
주의 사랑 날 새롭게 하네 
오~ 주님 나의 삶을 통해 
주 사랑 나타내소서 (x 2) 
---------------------------",1837110,사랑,구원,기쁨,"사랑, 구원, 기쁨",주의 장막에서,66,medium,medium,60,72,68,72,62,,,artist_baseline:markers,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://songselect.ccli.com/search/results?list=toplanguage_ko,estimated_proxy_no_rowwise_api; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
마커스,부끄러운 나의 모습,"[Verse 1]
부끄러운 나의 모습 있는 그대로 
주님 앞에 나갑니다 내 모습 그대로 (x 2) 

[Verse 2]
------------------------- 
아버지 나를 안아주소서 
주님을 더욱...... 
더욱 알기 원해 
아버지 주님 말씀하소서 
주 음성 듣기 원해 
주 음성 듣기 원해 
-------------------------(x 2) 

[Verse 3]
주 음성 듣기 원해 
주 음성 듣기 원해 

[Verse 4]
부끄러운 나의 모습 있는 그대로 
주님 앞에 나갑니다 내 모습 그대로",1837111,임재,사랑,회개,"임재, 사랑, 회개",부끄러운 나의 모습,66,medium,medium,60,72,68,72,62,,,artist_baseline:markers,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://songselect.ccli.com/search/results?list=toplanguage_ko,estimated_proxy_no_rowwise_api; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
마커스,주 안에 있는 나에게,"[Verse 1]
주 안에 있는 나에게 딴 근심 있으랴 
십자가 밑에 나아가 내 짐을 풀었네 
 
그 두려움이 변하여 내 기도 되었고 
전날에 한숨 변하여 내 노래 되었네 
 

[Chorus]
주님을 찬송하면서 할렐루야 할렐루야 
내 앞길 멀고 험해도 나 주님만 따라가리 

[Verse 2]
 
내 주는 자비하셔서 늘 함께 계시고 
내 궁핍함을 아시고 늘 채워 주시네 
 
------------------------------------- 

[Chorus]
주님을 찬송하면서 할렐루야 할렐루야 
내 앞길 멀고 험해도 나 주님만 따라가리 

[Bridge]
-------------------------------------(x 2) 
 
[간주] 
 
내 주와 맺은 언약은 영 불변하시니(하시니) 
 
------------------------------------- 

[Chorus]
주님을 찬송하면서 할렐루야 할렐루야 
내 앞길 멀고 험해도 나 주님만 따라가리 

[Tag]
-------------------------------------(x 2) 
 
나 주님만 따라가리 
따라가리~~~ 
주님만 따라가리......",1837112,경배/찬양,결단/순종,십자가,"경배/찬양, 결단/순종, 십자가",주 안에 있는 나에게,85,very_high,high,88,86,84,82,82,31,,artist_baseline:markers; church_usage_seed:hymn/evergreen congregational seed; Bugs_CCM_chart_rank:31; multi_recording_count:6,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://music.bugs.co.kr/genre/chart/etc/nccm/total/day | https://songselect.ccli.com/search/results?list=toplanguage_ko,direct_public_chart_match; curated_church_usage_seed; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
마커스,찬양의 이유,"[Verse 1]
아침햇살 가득 주님을 느끼네 
저녁노을 속에 주님을 만나네 (으으음~) 
세상 모든 만물 지으신 나의 하나님 
내 삶에 이유되시네 

[Chorus]
주 하나님을 찬양합니다 
내 모든 삶 주님으로 인해 
기뻐하며 노래하리 
주 하나님을 사랑합니다 
내 모든 삶 주님으로 인해 

[Verse 2]
변함없는 나의 노래 주께 드리리 
주를 예배할 때 그 숨결 느끼네 
말씀속에 진리되신 주 만나네(예에~) 
주는 나의 기쁨 참 소망 위로 되시니 
찬양의 이유 되시네 
--------------------------- 

[Chorus]
주 하나님을 찬양합니다 
내 모든 삶 주님으로 인해 
기뻐하며 노래하리 
주 하나님을 사랑합니다 
내 모든 삶 주님으로 인해 

[Tag]
변함없는 나의 노래 
---------------------------(x 2)",1837113,경배/찬양,기쁨,소망,"경배/찬양, 기쁨, 소망",찬양의 이유,67,medium,medium,63,72,68,72,62,,,artist_baseline:markers,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://songselect.ccli.com/search/results?list=toplanguage_ko,estimated_proxy_no_rowwise_api; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
마커스,우린 이겼네,"[Verse 1]
감사하세 하나님께 
항상 승리케 하시니 
감사하세 승리주신 하나님께 (예에~) 
 
감사하세 하나님께 
항상 승리케 하시니 
감사하세 하나님께~~~ 
 
우린 이겼네 할렐루야 할레루야~ 

[Chorus]
우린 이겼네 그 이름의 권세로 
예수 그 이름 할렐루야 할렐루야~~ 

[Verse 2]
우리 길 예비하셨네 다 승리하도록 
워어어~ 워어어~ 예에~ 우워어~ 
워어어~ 워어어~ 
 
(감사하세) 
감사하세 하나님께 
항상 승리케 하시니 
감사하세 승리주신 하나님께(예에~) 
감사하세 하나님께 
항상 승리케 하시니 
감사하세 하나님께~~~ 
 
우린 이겼네 할렐루야 할렐루야 

[Chorus]
우린 이겼네 그 이름의 권세로 
예수 그 이름 할렐루야 할렐루야 

[Bridge]
우리 길 예비하셨네 다 승리하도록 
워어어~! 워어어~! 
주 이름으로 우리는 승리를 얻었네 
승리의 함성을 소리높여 외치세 
 
우! 워어어어어~! 
 
[간주] 
 
----------------------------------- 
우린 승리했네 모든 것이 다 주께 있네 
우린 승리했네 모든 것이 주께 
승리는 우리 것 
-----------------------------------(x 2) 
승리는 우리 것 
 
우린 이겼네 할렐루야 할렐루야 

[Chorus]
우린 이겼네 그 이름의 권세로 
예수 그 이름 할렐루야 할렐루야 

[Tag]
우리 길 예비하셨네 예비하셨네 
우리 길 예비하셨네 다 승리하도록 
워어어~ 워어어~ 오우우우우워어어! 
워어어~ 워어어~ 우리 모두 소리 높여 
워어어~ 워어어~ 우린 이겼네~~~!!!",1837114,감사,경배/찬양,주권,"감사, 경배/찬양, 주권",우린 이겼네,66,medium,medium,60,72,68,72,62,,,artist_baseline:markers,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://songselect.ccli.com/search/results?list=toplanguage_ko,estimated_proxy_no_rowwise_api; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
마커스,사랑의 열매 (마커스 축복송),"[Intro]
주님의 사랑이 당신을 통해 
온 세상 가운데 전해지기를 

[Chorus]
주님은 나무 당신은 가지니 
사랑의 열매 맺길 축복해요 

[Verse 1]
 
주님의 축복이 당신을 통해 
온 열방 가운데 흘러가기를 

[Chorus]
주님은 나무 당신은 가지니 
사랑의 열매 맺길 축복해요 

[Chorus]
주님은 나무 당신은 가지니 
사랑의 열매 맺길 축복해요 

[Tag]
 
사랑의 열매 맺길 축복해요♡",1837115,사랑,사명/선교,하나님 나라,"사랑, 사명/선교, 하나님 나라",사랑의 열매 (마커스 축복송,67,medium,medium,63,72,68,72,62,,,artist_baseline:markers,https://developers.google.com/youtube/v3/docs/search/list | https://developers.google.com/youtube/v3/docs/videos | https://songselect.ccli.com/search/results?list=toplanguage_ko,estimated_proxy_no_rowwise_api; youtube_view_score_is_estimated_not_raw_viewcount,2026-06-14
